application_id,period,age,income_sgd,loan_amount_sgd,loan_tenure_months,credit_history_months,num_existing_loans,employment_status,gender,ethnicity,postal_district,debt_to_income,model_score,approved,actual_default
LIV-01476,2025-2026 (Live),45,31303,32264,36,103,0,Salaried,M,Chinese,25,0.3436,0.645,1,0
LIV-01477,2025-2026 (Live),48,17908,33025,36,16,0,Contract,M,Indian,25,0.6147,0.572,1,0
LIV-01478,2025-2026 (Live),25,88862,131504,36,88,5,Salaried,M,Chinese,6,0.4933,0.6953,1,0
LIV-01479,2025-2026 (Live),57,23602,114080,36,233,1,Unemployed,M,Chinese,1,1.6112,0.2265,0,0
LIV-01480,2025-2026 (Live),41,28751,146245,84,173,5,Unemployed,M,Chinese,12,0.7267,0.3124,0,1
LIV-01481,2025-2026 (Live),33,145177,105820,36,160,1,Self-Employed,F,Malay,26,0.243,0.7586,1,0
LIV-01482,2025-2026 (Live),49,30218,77967,48,68,5,Salaried,F,Malay,18,0.645,0.5513,1,0
LIV-01483,2025-2026 (Live),50,122304,131780,36,14,4,Salaried,F,Indian,9,0.3592,0.6904,1,0
LIV-01484,2025-2026 (Live),67,149838,179684,60,41,2,Salaried,F,Malay,5,0.2398,0.8468,1,0
LIV-01485,2025-2026 (Live),54,23876,24776,36,142,0,Contract,F,Chinese,26,0.3459,0.7918,1,0
LIV-01486,2025-2026 (Live),39,68200,149860,48,192,4,Unemployed,F,Chinese,13,0.5493,0.3989,0,1
LIV-01487,2025-2026 (Live),33,57441,137505,60,190,3,Self-Employed,M,Malay,18,0.4788,0.2938,0,0
LIV-01488,2025-2026 (Live),31,70608,37094,36,55,4,Self-Employed,F,Malay,15,0.1751,0.4995,1,0
LIV-01489,2025-2026 (Live),45,90223,62846,60,170,5,Unemployed,M,Chinese,15,0.1393,0.6129,1,0
LIV-01490,2025-2026 (Live),38,12961,97326,24,81,3,Salaried,M,Chinese,6,3.7546,0.6928,1,0
LIV-01491,2025-2026 (Live),64,61581,76857,24,197,3,Self-Employed,M,Chinese,7,0.624,0.6016,1,1
LIV-01492,2025-2026 (Live),53,66233,41014,48,33,0,Self-Employed,M,Chinese,13,0.1548,0.99,1,0
LIV-01493,2025-2026 (Live),46,30826,59751,48,193,4,Salaried,M,Chinese,12,0.4846,0.685,1,0
LIV-01494,2025-2026 (Live),28,77824,44828,48,208,0,Contract,M,Chinese,26,0.144,0.8117,1,0
LIV-01495,2025-2026 (Live),41,94316,112511,12,117,2,Salaried,F,Chinese,10,1.1929,0.5674,1,1
LIV-01496,2025-2026 (Live),50,30785,109086,24,68,2,Salaried,F,Indian,27,1.7717,0.7014,1,0
LIV-01497,2025-2026 (Live),40,18103,164793,12,19,2,Salaried,M,Malay,26,9.1031,0.6013,1,0
LIV-01498,2025-2026 (Live),32,141198,53698,84,141,2,Salaried,M,Chinese,27,0.0543,0.8359,1,0
LIV-01499,2025-2026 (Live),54,24700,75370,36,203,3,Salaried,M,Chinese,22,1.0171,0.3626,0,1
LIV-01500,2025-2026 (Live),36,17730,89432,60,67,5,Salaried,F,Chinese,1,1.0088,0.4409,0,1
LIV-01501,2025-2026 (Live),52,47995,136822,48,40,2,Salaried,M,Chinese,11,0.7127,0.6603,1,0
LIV-01502,2025-2026 (Live),34,9673,126891,60,186,0,Salaried,M,Chinese,16,2.6236,0.693,1,0
LIV-01503,2025-2026 (Live),40,44465,43001,60,49,5,Unemployed,M,Chinese,1,0.1934,0.3836,0,1
LIV-01504,2025-2026 (Live),27,72678,169228,36,201,4,Self-Employed,M,Chinese,18,0.7762,0.479,1,0
LIV-01505,2025-2026 (Live),49,29357,170406,48,166,4,Contract,M,Chinese,11,1.4512,0.4829,1,0
LIV-01506,2025-2026 (Live),43,59529,147282,36,157,0,Contract,F,Chinese,9,0.8247,0.539,1,0
LIV-01507,2025-2026 (Live),49,57641,158415,24,164,1,Contract,F,Chinese,14,1.3742,0.6949,1,0
LIV-01508,2025-2026 (Live),37,58614,175657,12,46,1,Contract,F,Malay,11,2.9968,0.5263,1,0
LIV-01509,2025-2026 (Live),54,32455,26525,60,125,1,Salaried,F,Chinese,1,0.1635,0.7646,1,0
LIV-01510,2025-2026 (Live),62,43241,38050,24,217,1,Salaried,F,Chinese,11,0.44,0.8949,1,0
LIV-01511,2025-2026 (Live),66,47585,106240,12,172,3,Contract,M,Chinese,9,2.2326,0.5797,1,1
LIV-01512,2025-2026 (Live),47,44259,65135,48,237,3,Salaried,F,Chinese,22,0.3679,0.6301,1,0
LIV-01513,2025-2026 (Live),44,37908,165676,36,56,4,Salaried,M,Indian,2,1.4568,0.557,1,1
LIV-01514,2025-2026 (Live),22,136490,96445,24,131,4,Self-Employed,F,Chinese,10,0.3533,0.5579,1,1
LIV-01515,2025-2026 (Live),50,52103,128578,24,5,3,Contract,F,Chinese,3,1.2339,0.4296,0,0
LIV-01516,2025-2026 (Live),29,55273,132825,84,142,3,Contract,M,Chinese,25,0.3433,0.6044,1,1
LIV-01517,2025-2026 (Live),63,19038,130097,84,108,4,Contract,M,Chinese,13,0.9762,0.7022,1,0
LIV-01518,2025-2026 (Live),60,188214,84951,48,172,0,Salaried,F,Chinese,26,0.1128,0.732,1,1
LIV-01519,2025-2026 (Live),24,74745,89314,60,81,3,Self-Employed,M,Chinese,11,0.239,0.7196,1,0
LIV-01520,2025-2026 (Live),34,52423,159521,60,80,0,Contract,F,Chinese,18,0.6086,0.4705,1,0
LIV-01521,2025-2026 (Live),41,129092,153879,48,187,2,Contract,M,Chinese,14,0.298,0.8599,1,0
LIV-01522,2025-2026 (Live),64,19615,136261,60,224,0,Self-Employed,F,Malay,5,1.3894,0.7298,1,0
LIV-01523,2025-2026 (Live),26,20648,115197,84,99,0,Contract,M,Chinese,8,0.797,0.4812,1,0
LIV-01524,2025-2026 (Live),66,83839,120094,48,106,3,Salaried,F,Chinese,10,0.3581,0.7395,1,0
LIV-01525,2025-2026 (Live),33,95550,135708,48,88,2,Unemployed,F,Chinese,6,0.3551,0.3151,0,1
LIV-01526,2025-2026 (Live),38,12643,141375,12,114,1,Contract,F,Chinese,15,11.1821,0.6187,1,1
LIV-01527,2025-2026 (Live),35,22208,39011,48,155,0,Salaried,F,Chinese,8,0.4392,0.462,1,0
LIV-01528,2025-2026 (Live),47,15768,85084,60,76,2,Salaried,M,Chinese,22,1.0792,0.7434,1,0
LIV-01529,2025-2026 (Live),51,79175,86988,60,31,2,Contract,F,Chinese,4,0.2197,0.7261,1,0
LIV-01530,2025-2026 (Live),63,44900,170695,48,175,3,Salaried,F,Chinese,24,0.9504,0.579,1,0
LIV-01531,2025-2026 (Live),66,56879,93646,12,146,2,Salaried,F,Chinese,9,1.6464,0.7748,1,1
LIV-01532,2025-2026 (Live),53,21468,132192,84,30,5,Unemployed,M,Chinese,5,0.8797,0.2507,0,0
LIV-01533,2025-2026 (Live),51,50052,105018,48,206,1,Salaried,F,Chinese,19,0.5245,0.5644,1,1
LIV-01534,2025-2026 (Live),33,15474,94872,48,187,3,Salaried,F,Chinese,17,1.5328,0.7134,1,1
LIV-01535,2025-2026 (Live),57,72135,98255,36,43,5,Self-Employed,F,Chinese,2,0.454,0.4782,1,1
LIV-01536,2025-2026 (Live),40,135863,158195,36,150,0,Contract,M,Chinese,13,0.3881,0.5794,1,1
LIV-01537,2025-2026 (Live),65,9656,102308,48,231,3,Contract,M,Indian,17,2.6488,0.6102,1,0
LIV-01538,2025-2026 (Live),46,103363,52268,48,26,0,Self-Employed,M,Chinese,26,0.1264,0.8392,1,0
LIV-01539,2025-2026 (Live),54,39582,106128,36,128,3,Unemployed,F,Chinese,25,0.8937,0.4761,1,0
LIV-01540,2025-2026 (Live),63,53139,52449,60,149,2,Salaried,F,Chinese,14,0.1974,0.8224,1,0
LIV-01541,2025-2026 (Live),42,32868,98316,24,135,1,Contract,F,Chinese,11,1.4956,0.5417,1,1
LIV-01542,2025-2026 (Live),23,21089,122602,24,68,3,Salaried,F,Chinese,7,2.9068,0.617,1,1
LIV-01543,2025-2026 (Live),58,125273,146172,24,23,5,Contract,M,Other,26,0.5834,0.6098,1,1
LIV-01544,2025-2026 (Live),42,28091,68366,48,123,4,Salaried,M,Malay,2,0.6084,0.6111,1,0
LIV-01545,2025-2026 (Live),47,114959,15957,48,32,2,Self-Employed,F,Chinese,3,0.0347,0.7768,1,1
LIV-01546,2025-2026 (Live),53,70950,75760,48,139,3,Contract,M,Chinese,11,0.2669,0.7526,1,0
LIV-01547,2025-2026 (Live),48,36307,73190,48,3,2,Salaried,F,Chinese,3,0.504,0.5524,1,0
LIV-01548,2025-2026 (Live),38,128542,33302,36,63,4,Salaried,M,Chinese,1,0.0864,0.7092,1,0
LIV-01549,2025-2026 (Live),25,41136,109580,36,206,5,Salaried,M,Chinese,19,0.8879,0.514,1,0
LIV-01550,2025-2026 (Live),60,99650,135488,36,59,2,Salaried,M,Chinese,14,0.4532,0.6132,1,0
LIV-01551,2025-2026 (Live),36,95508,162792,84,136,2,Self-Employed,M,Chinese,17,0.2435,0.7829,1,1
LIV-01552,2025-2026 (Live),54,18591,24817,84,41,3,Self-Employed,F,Malay,19,0.1907,0.5497,1,0
LIV-01553,2025-2026 (Live),35,25603,121148,84,52,2,Salaried,M,Malay,19,0.676,0.7481,1,1
LIV-01554,2025-2026 (Live),47,37228,70928,12,204,5,Self-Employed,M,Chinese,21,1.9052,0.6193,1,0
LIV-01555,2025-2026 (Live),23,37741,85584,24,201,3,Salaried,F,Chinese,19,1.1338,0.6362,1,0
LIV-01556,2025-2026 (Live),41,56976,91207,12,59,1,Salaried,F,Chinese,26,1.6008,0.5437,1,0
LIV-01557,2025-2026 (Live),47,13915,9884,60,105,4,Salaried,F,Chinese,19,0.1421,0.6984,1,0
LIV-01558,2025-2026 (Live),23,41051,126901,84,141,5,Salaried,M,Malay,1,0.4416,0.4854,1,0
LIV-01559,2025-2026 (Live),23,60577,176021,48,50,5,Salaried,M,Chinese,25,0.7264,0.4656,1,0
LIV-01560,2025-2026 (Live),38,74178,102442,60,120,0,Self-Employed,M,Chinese,11,0.2762,0.7186,1,1
LIV-01561,2025-2026 (Live),39,28970,77953,36,64,4,Contract,M,Chinese,1,0.8969,0.6582,1,0
LIV-01562,2025-2026 (Live),25,21781,112705,60,154,2,Salaried,M,Chinese,23,1.0349,0.7594,1,1
LIV-01563,2025-2026 (Live),38,34173,39727,48,21,5,Contract,F,Chinese,7,0.2906,0.7897,1,1
LIV-01564,2025-2026 (Live),54,60249,112464,60,21,3,Salaried,F,Chinese,8,0.3733,0.395,0,1
LIV-01565,2025-2026 (Live),44,19391,136584,48,217,0,Salaried,F,Malay,7,1.7609,0.8482,1,0
LIV-01566,2025-2026 (Live),34,35275,166368,36,191,0,Contract,M,Chinese,15,1.5721,0.7467,1,0
LIV-01567,2025-2026 (Live),28,31523,124444,48,126,5,Self-Employed,M,Chinese,26,0.9869,0.3828,0,1
LIV-01568,2025-2026 (Live),62,15565,160245,36,23,2,Contract,M,Chinese,16,3.4317,0.4622,1,0
LIV-01569,2025-2026 (Live),67,15106,13483,60,29,5,Self-Employed,M,Chinese,22,0.1785,0.7017,1,1
LIV-01570,2025-2026 (Live),22,111199,23813,24,39,0,Salaried,F,Chinese,27,0.1071,0.99,1,0
LIV-01571,2025-2026 (Live),61,71587,145834,36,80,3,Salaried,F,Malay,8,0.6791,0.649,1,1
LIV-01572,2025-2026 (Live),63,81471,115443,12,150,2,Unemployed,M,Chinese,10,1.417,0.3409,0,0
LIV-01573,2025-2026 (Live),52,33848,31652,60,137,5,Salaried,F,Chinese,4,0.187,0.7927,1,0
LIV-01574,2025-2026 (Live),57,46448,90688,48,32,4,Self-Employed,F,Chinese,13,0.4881,0.5818,1,0
LIV-01575,2025-2026 (Live),46,61301,60047,60,71,2,Self-Employed,F,Chinese,4,0.1959,0.6994,1,0
LIV-01576,2025-2026 (Live),66,117573,23154,24,4,2,Salaried,M,Indian,19,0.0985,0.7974,1,0
LIV-01577,2025-2026 (Live),62,54444,30860,36,225,0,Salaried,F,Chinese,27,0.1889,0.99,1,0
LIV-01578,2025-2026 (Live),61,27322,12912,60,154,5,Salaried,F,Chinese,24,0.0945,0.6936,1,0
LIV-01579,2025-2026 (Live),51,64906,71993,48,61,1,Contract,M,Chinese,6,0.2773,0.8455,1,0
LIV-01580,2025-2026 (Live),59,6681,13801,12,222,0,Unemployed,M,Chinese,16,2.0657,0.4804,1,1
LIV-01581,2025-2026 (Live),42,23718,47856,84,152,5,Salaried,M,Chinese,24,0.2882,0.6297,1,0
LIV-01582,2025-2026 (Live),40,45189,48204,84,193,5,Salaried,F,Chinese,24,0.1524,0.7511,1,0
LIV-01583,2025-2026 (Live),37,64162,36901,48,19,1,Salaried,M,Chinese,7,0.1438,0.7719,1,0
LIV-01584,2025-2026 (Live),54,66290,146077,60,118,2,Salaried,M,Chinese,13,0.4407,0.6039,1,0
LIV-01585,2025-2026 (Live),27,32556,165433,24,119,2,Salaried,F,Chinese,3,2.5407,0.8114,1,0
LIV-01586,2025-2026 (Live),63,38726,161827,60,42,5,Salaried,F,Chinese,21,0.8358,0.6946,1,1
LIV-01587,2025-2026 (Live),58,34104,34307,24,66,4,Salaried,F,Chinese,18,0.503,0.7221,1,0
LIV-01588,2025-2026 (Live),29,66050,164579,60,185,0,Salaried,F,Indian,17,0.4983,0.762,1,0
LIV-01589,2025-2026 (Live),22,59598,12791,48,168,4,Salaried,F,Malay,3,0.0537,0.7944,1,1
LIV-01590,2025-2026 (Live),34,39681,125974,24,231,3,Salaried,M,Chinese,20,1.5873,0.6418,1,0
LIV-01591,2025-2026 (Live),47,27943,71044,24,63,2,Contract,F,Chinese,4,1.2712,0.74,1,0
LIV-01592,2025-2026 (Live),37,54332,127853,48,101,5,Salaried,M,Indian,11,0.5883,0.5801,1,0
LIV-01593,2025-2026 (Live),60,44914,99478,12,45,5,Contract,M,Chinese,18,2.2149,0.6192,1,1
LIV-01594,2025-2026 (Live),67,112451,141815,84,187,4,Self-Employed,M,Chinese,19,0.1802,0.8819,1,1
LIV-01595,2025-2026 (Live),49,40904,111690,36,231,3,Salaried,F,Chinese,8,0.9102,0.6868,1,0
LIV-01596,2025-2026 (Live),44,36686,23046,48,142,1,Contract,F,Chinese,13,0.157,0.7842,1,0
LIV-01597,2025-2026 (Live),28,24598,44758,48,26,0,Self-Employed,F,Chinese,25,0.4549,0.5466,1,1
LIV-01598,2025-2026 (Live),45,113872,40360,48,185,3,Salaried,M,Chinese,18,0.0886,0.7308,1,0
LIV-01599,2025-2026 (Live),67,44527,158938,48,151,0,Salaried,F,Indian,22,0.8924,0.5624,1,0
LIV-01600,2025-2026 (Live),29,49320,86324,36,162,2,Salaried,M,Chinese,1,0.5834,0.3964,0,0
LIV-01601,2025-2026 (Live),66,128272,126631,48,22,5,Unemployed,F,Chinese,20,0.2468,0.3755,0,1
LIV-01602,2025-2026 (Live),22,89795,58497,36,7,1,Salaried,F,Chinese,25,0.2172,0.694,1,0
LIV-01603,2025-2026 (Live),25,17156,172715,24,123,2,Salaried,M,Chinese,17,5.0337,0.6987,1,0
LIV-01604,2025-2026 (Live),64,92086,10415,36,213,3,Self-Employed,M,Chinese,3,0.0377,0.7366,1,0
LIV-01605,2025-2026 (Live),62,89664,121630,48,143,1,Salaried,F,Chinese,23,0.3391,0.8563,1,1
LIV-01606,2025-2026 (Live),40,13560,56700,24,197,3,Self-Employed,F,Malay,24,2.0907,0.4551,1,0
LIV-01607,2025-2026 (Live),43,112781,93824,36,230,0,Self-Employed,M,Malay,7,0.2773,0.902,1,0
LIV-01608,2025-2026 (Live),57,28969,45272,24,188,2,Salaried,M,Chinese,23,0.7814,0.6079,1,0
LIV-01609,2025-2026 (Live),22,69048,35408,12,108,0,Salaried,F,Indian,6,0.5128,0.8938,1,1
LIV-01610,2025-2026 (Live),40,30215,153053,84,185,1,Contract,M,Chinese,15,0.7236,0.5223,1,0
LIV-01611,2025-2026 (Live),50,184953,106711,60,156,4,Self-Employed,M,Malay,7,0.1154,0.6623,1,0
LIV-01612,2025-2026 (Live),40,48315,32178,36,62,0,Salaried,F,Chinese,7,0.222,0.8029,1,0
LIV-01613,2025-2026 (Live),64,75949,90227,48,153,1,Self-Employed,M,Chinese,12,0.297,0.696,1,0
LIV-01614,2025-2026 (Live),27,46681,116604,60,136,1,Self-Employed,F,Chinese,9,0.4996,0.4505,1,0
LIV-01615,2025-2026 (Live),46,21306,37178,36,146,3,Contract,M,Chinese,9,0.5817,0.4851,1,1
LIV-01616,2025-2026 (Live),60,39896,52985,60,70,0,Salaried,M,Chinese,11,0.2656,0.99,1,0
LIV-01617,2025-2026 (Live),44,16927,104118,60,111,2,Salaried,M,Chinese,10,1.2302,0.8212,1,0
LIV-01618,2025-2026 (Live),22,51174,110350,48,24,0,Self-Employed,F,Chinese,10,0.5391,0.5819,1,0
LIV-01619,2025-2026 (Live),36,36876,36761,60,23,3,Self-Employed,M,Chinese,15,0.1994,0.6339,1,0
LIV-01620,2025-2026 (Live),46,17110,97887,36,38,1,Contract,M,Chinese,16,1.907,0.8483,1,0
LIV-01621,2025-2026 (Live),25,31431,24748,84,174,2,Salaried,M,Chinese,26,0.1125,0.6995,1,1
LIV-01622,2025-2026 (Live),66,20863,34402,60,188,4,Contract,M,Chinese,8,0.3298,0.6946,1,0
LIV-01623,2025-2026 (Live),65,31335,53704,60,100,5,Contract,F,Chinese,13,0.3428,0.502,1,0
LIV-01624,2025-2026 (Live),22,38249,44903,12,225,2,Salaried,M,Chinese,9,1.174,0.8236,1,0
LIV-01625,2025-2026 (Live),61,67632,71661,48,156,5,Salaried,M,Chinese,14,0.2649,0.8685,1,0
LIV-01626,2025-2026 (Live),42,23847,70962,48,97,0,Unemployed,M,Chinese,22,0.7439,0.4037,0,1
LIV-01627,2025-2026 (Live),64,24705,134572,48,19,2,Salaried,M,Indian,20,1.3618,0.6398,1,0
LIV-01628,2025-2026 (Live),31,52647,153991,24,4,0,Salaried,F,Chinese,25,1.4625,0.7011,1,1
LIV-01629,2025-2026 (Live),23,43900,20613,36,235,2,Self-Employed,F,Chinese,18,0.1565,0.7963,1,1
LIV-01630,2025-2026 (Live),38,68755,27972,36,163,0,Salaried,M,Chinese,24,0.1356,0.8466,1,0
LIV-01631,2025-2026 (Live),34,36917,16916,60,221,5,Self-Employed,F,Chinese,2,0.0916,0.8476,1,1
LIV-01632,2025-2026 (Live),48,60367,36954,48,122,1,Salaried,M,Chinese,23,0.153,0.972,1,0
LIV-01633,2025-2026 (Live),62,6405,136293,12,189,1,Salaried,F,Chinese,9,21.2792,0.5897,1,1
LIV-01634,2025-2026 (Live),49,26182,60679,36,177,0,Self-Employed,F,Chinese,10,0.7725,0.6571,1,0
LIV-01635,2025-2026 (Live),31,43120,163861,84,19,0,Contract,M,Chinese,20,0.5429,0.4946,1,1
LIV-01636,2025-2026 (Live),31,39301,114584,36,138,4,Contract,F,Indian,11,0.9718,0.6565,1,1
LIV-01637,2025-2026 (Live),67,46369,140678,36,124,0,Self-Employed,F,Chinese,24,1.0113,0.7456,1,0
LIV-01638,2025-2026 (Live),30,74767,128653,36,212,3,Salaried,F,Indian,23,0.5736,0.4329,0,0
LIV-01639,2025-2026 (Live),55,29960,94399,36,147,5,Salaried,F,Chinese,10,1.0503,0.6327,1,0
LIV-01640,2025-2026 (Live),67,51292,71388,24,5,0,Self-Employed,F,Malay,19,0.6959,0.4264,0,0
LIV-01641,2025-2026 (Live),60,36253,155408,36,172,1,Salaried,M,Indian,1,1.4289,0.5784,1,0
LIV-01642,2025-2026 (Live),25,57099,114181,48,25,2,Unemployed,M,Indian,24,0.4999,0.4892,1,1
LIV-01643,2025-2026 (Live),66,57984,108959,48,150,1,Salaried,F,Chinese,14,0.4698,0.6024,1,1
LIV-01644,2025-2026 (Live),25,20631,106622,48,132,3,Contract,M,Chinese,9,1.292,0.4481,0,0
LIV-01645,2025-2026 (Live),25,52759,22354,36,152,2,Salaried,M,Indian,5,0.1412,0.7871,1,0
LIV-01646,2025-2026 (Live),62,62033,55770,48,220,1,Unemployed,M,Chinese,12,0.2248,0.4114,0,0
LIV-01647,2025-2026 (Live),32,46403,179377,36,3,0,Salaried,M,Chinese,20,1.2885,0.5975,1,0
LIV-01648,2025-2026 (Live),22,53854,13172,60,90,5,Self-Employed,F,Chinese,18,0.0489,0.5965,1,1
LIV-01649,2025-2026 (Live),66,46999,117540,36,137,0,Self-Employed,M,Indian,17,0.8336,0.5981,1,0
LIV-01650,2025-2026 (Live),42,25409,166124,84,161,2,Self-Employed,F,Chinese,20,0.934,0.555,1,0
LIV-01651,2025-2026 (Live),46,31154,9546,48,90,5,Salaried,F,Chinese,8,0.0766,0.8893,1,0
LIV-01652,2025-2026 (Live),30,47110,101047,48,185,4,Self-Employed,F,Chinese,25,0.5362,0.5656,1,1
LIV-01653,2025-2026 (Live),46,40071,32073,48,7,3,Contract,F,Chinese,1,0.2001,0.6182,1,0
LIV-01654,2025-2026 (Live),39,27477,12828,36,125,1,Contract,M,Chinese,4,0.1556,0.7369,1,0
LIV-01655,2025-2026 (Live),28,26950,135317,60,179,1,Contract,F,Chinese,12,1.0042,0.527,1,0
LIV-01656,2025-2026 (Live),67,40342,71507,84,115,3,Salaried,F,Chinese,16,0.2532,0.6802,1,1
LIV-01657,2025-2026 (Live),47,17059,73170,48,98,1,Salaried,M,Indian,5,1.0723,0.6479,1,1
LIV-01658,2025-2026 (Live),39,30557,37527,84,27,2,Contract,M,Chinese,18,0.1754,0.6319,1,0
LIV-01659,2025-2026 (Live),22,94784,64566,36,136,4,Salaried,F,Chinese,18,0.2271,0.7367,1,0
LIV-01660,2025-2026 (Live),30,50329,18753,48,161,2,Contract,F,Chinese,19,0.0932,0.8472,1,0
LIV-01661,2025-2026 (Live),31,31458,128622,48,186,4,Salaried,F,Chinese,13,1.0222,0.5508,1,0
LIV-01662,2025-2026 (Live),32,31358,120048,36,221,5,Salaried,F,Chinese,1,1.2761,0.4426,0,0
LIV-01663,2025-2026 (Live),53,201425,155830,36,144,0,Self-Employed,F,Chinese,8,0.2579,0.7456,1,0
LIV-01664,2025-2026 (Live),42,41263,21047,84,123,4,Salaried,M,Chinese,1,0.0729,0.8393,1,1
LIV-01665,2025-2026 (Live),57,59831,32622,48,32,4,Self-Employed,M,Chinese,20,0.1363,0.7524,1,0
LIV-01666,2025-2026 (Live),53,26387,74035,60,55,4,Self-Employed,F,Other,7,0.5611,0.3763,0,1
LIV-01667,2025-2026 (Live),40,58081,97678,60,60,1,Self-Employed,M,Chinese,19,0.3364,0.8236,1,1
LIV-01668,2025-2026 (Live),29,17265,174232,48,220,4,Self-Employed,M,Chinese,25,2.5229,0.5527,1,1
LIV-01669,2025-2026 (Live),56,32558,73105,12,112,3,Contract,F,Chinese,3,2.2454,0.5119,1,0
LIV-01670,2025-2026 (Live),43,34990,45919,48,36,0,Unemployed,F,Chinese,21,0.3281,0.6071,1,1
LIV-01671,2025-2026 (Live),25,10390,111186,36,12,0,Salaried,M,Chinese,18,3.5671,0.5528,1,1
LIV-01672,2025-2026 (Live),50,57134,164817,48,156,1,Self-Employed,M,Chinese,21,0.7212,0.3511,0,1
LIV-01673,2025-2026 (Live),52,30465,11863,60,39,2,Salaried,F,Chinese,18,0.0779,0.8002,1,0
LIV-01674,2025-2026 (Live),29,71955,125678,84,102,3,Unemployed,M,Chinese,24,0.2495,0.4394,0,0
LIV-01675,2025-2026 (Live),33,35707,65589,60,54,2,Self-Employed,M,Malay,25,0.3674,0.5743,1,1
LIV-01676,2025-2026 (Live),26,22369,175252,36,13,4,Salaried,M,Chinese,21,2.6115,0.3281,0,1
LIV-01677,2025-2026 (Live),51,59439,73839,36,7,2,Salaried,M,Chinese,6,0.4141,0.5607,1,1
LIV-01678,2025-2026 (Live),56,38590,106753,24,159,3,Salaried,M,Chinese,20,1.3832,0.5692,1,1
LIV-01679,2025-2026 (Live),58,43328,33516,48,138,1,Salaried,F,Indian,14,0.1934,0.99,1,0
LIV-01680,2025-2026 (Live),25,59107,35776,84,226,1,Salaried,M,Chinese,26,0.0865,0.8734,1,0
LIV-01681,2025-2026 (Live),64,48557,139605,60,68,4,Salaried,F,Chinese,7,0.575,0.6397,1,0
LIV-01682,2025-2026 (Live),42,27938,10471,48,177,3,Salaried,M,Chinese,26,0.0937,0.8334,1,0
LIV-01683,2025-2026 (Live),37,13946,79717,84,164,1,Contract,F,Chinese,11,0.8166,0.7647,1,1
LIV-01684,2025-2026 (Live),39,22724,92498,60,44,4,Contract,M,Chinese,21,0.8141,0.5728,1,0
LIV-01685,2025-2026 (Live),52,37411,48850,36,196,2,Salaried,F,Chinese,5,0.4353,0.8092,1,1
LIV-01686,2025-2026 (Live),59,41537,52737,48,65,3,Contract,M,Chinese,13,0.3174,0.5735,1,0
LIV-01687,2025-2026 (Live),53,107976,125340,36,153,1,Salaried,M,Other,13,0.3869,0.8494,1,0
LIV-01688,2025-2026 (Live),54,163197,116401,12,29,3,Salaried,F,Malay,27,0.7133,0.5541,1,1
LIV-01689,2025-2026 (Live),40,39071,127665,48,76,1,Salaried,M,Chinese,1,0.8169,0.6036,1,1
LIV-01690,2025-2026 (Live),41,55983,116758,60,123,5,Salaried,M,Chinese,2,0.4171,0.6379,1,0
LIV-01691,2025-2026 (Live),31,31257,142830,48,37,1,Salaried,F,Indian,18,1.1424,0.65,1,0
LIV-01692,2025-2026 (Live),47,27230,126585,84,103,3,Unemployed,M,Chinese,4,0.6641,0.2678,0,1
LIV-01693,2025-2026 (Live),67,36690,156408,60,154,1,Contract,M,Chinese,14,0.8526,0.6814,1,0
LIV-01694,2025-2026 (Live),39,28533,169273,24,80,2,Salaried,M,Chinese,5,2.9663,0.6066,1,1
LIV-01695,2025-2026 (Live),66,25845,165146,36,178,4,Contract,F,Chinese,26,2.13,0.5841,1,0
LIV-01696,2025-2026 (Live),66,29546,79894,24,142,5,Contract,F,Indian,16,1.352,0.3896,0,1
LIV-01697,2025-2026 (Live),36,27034,35867,60,61,0,Salaried,M,Chinese,20,0.2653,0.8991,1,1
LIV-01698,2025-2026 (Live),57,42500,159031,84,96,3,Salaried,M,Malay,3,0.5346,0.6431,1,0
LIV-01699,2025-2026 (Live),39,46427,19291,36,29,3,Self-Employed,F,Indian,20,0.1385,0.6255,1,1
LIV-01700,2025-2026 (Live),52,20060,41681,60,159,4,Salaried,M,Chinese,14,0.4156,0.5109,1,1
LIV-01701,2025-2026 (Live),36,53058,158493,48,177,2,Contract,F,Chinese,5,0.7468,0.5338,1,1
LIV-01702,2025-2026 (Live),59,39912,167652,36,6,0,Salaried,M,Indian,12,1.4002,0.5093,1,1
LIV-01703,2025-2026 (Live),50,36916,44047,84,38,2,Contract,F,Chinese,13,0.1705,0.7386,1,0
LIV-01704,2025-2026 (Live),63,52219,70428,36,188,3,Contract,M,Chinese,16,0.4496,0.5478,1,0
LIV-01705,2025-2026 (Live),36,112274,160541,48,15,0,Salaried,F,Chinese,27,0.3575,0.6937,1,0
LIV-01706,2025-2026 (Live),22,38515,141094,60,202,1,Salaried,M,Chinese,27,0.7327,0.7007,1,1
LIV-01707,2025-2026 (Live),58,23024,127975,60,164,5,Salaried,F,Chinese,16,1.1117,0.5359,1,0
LIV-01708,2025-2026 (Live),62,59014,57126,60,52,3,Contract,M,Chinese,19,0.1936,0.7644,1,1
LIV-01709,2025-2026 (Live),44,60071,74486,48,77,2,Salaried,M,Indian,22,0.31,0.7224,1,0
LIV-01710,2025-2026 (Live),67,50044,148126,48,150,4,Salaried,F,Malay,4,0.74,0.4243,0,1
LIV-01711,2025-2026 (Live),32,41389,87014,60,121,1,Salaried,M,Chinese,13,0.4205,0.7409,1,0
